1990,fake,0,Everton,Fulham,2.0,3.0,-1.0,L,fake
1990,fake,0,Blackburn Rovers,Newcastle United,4.0,2.0,2.0,W,fake
1990,fake,0,Chelsea,Bolton Wanderers,2.0,2.0,0.0,D,fake
1990,fake,0,Tottenham Hotspur,Wigan Athletic,3.0,3.0,0.0,D,fake
1990,fake,0,West Bromwich Albion,Stoke City,3.0,2.0,1.0,W,fake
1990,fake,0,Arsenal,Liverpool,4.0,2.0,2.0,W,fake
1990,fake,0,Norwich City,Manchester United,2.0,4.0,-2.0,L,fake
1990,fake,0,Swansea City,Aston Villa,2.0,3.0,-1.0,L,fake
1990,fake,0,Manchester City,Queens Park Rangers,3.0,4.0,-1.0,L,fake
1990,fake,0,Sunderland,Wolverhampton Wanderers,3.0,2.0,1.0,W,fake
1990,fake,0,Newcastle United,Everton,2.0,2.0,0.0,D,fake
1990,fake,0,Bolton Wanderers,Fulham,3.0,2.0,1.0,W,fake
1990,fake,0,Wigan Athletic,Blackburn Rovers,3.0,3.0,0.0,D,fake
1990,fake,0,Stoke City,Chelsea,2.0,3.0,-1.0,L,fake
1990,fake,0,Liverpool,Tottenham Hotspur,2.0,3.0,-1.0,L,fake
1990,fake,0,Manchester United,West Bromwich Albion,4.0,3.0,1.0,W,fake
1990,fake,0,Aston Villa,Arsenal,3.0,3.0,0.0,D,fake
1990,fake,0,Queens Park Rangers,Norwich City,4.0,2.0,2.0,W,fake
1990,fake,0,Wolverhampton Wanderers,Swansea City,2.0,3.0,-1.0,L,fake
1990,fake,0,Sunderland,Manchester City,3.0,2.0,1.0,W,fake
1990,fake,0,Everton,Bolton Wanderers,2.0,2.0,0.0,D,fake
1990,fake,0,Newcastle United,Wigan Athletic,2.0,3.0,-1.0,L,fake
1990,fake,0,Fulham,Stoke City,2.0,2.0,0.0,D,fake
1990,fake,0,Blackburn Rovers,Liverpool,3.0,1.0,2.0,W,fake
1990,fake,0,Chelsea,Manchester United,3.0,4.0,-1.0,L,fake
1990,fake,0,Tottenham Hotspur,Aston Villa,3.0,2.0,1.0,W,fake
1990,fake,0,West Bromwich Albion,Queens Park Rangers,3.0,4.0,-1.0,L,fake
1990,fake,0,Arsenal,Wolverhampton Wanderers,4.0,2.0,2.0,W,fake
1990,fake,0,Norwich City,Sunderland,2.0,3.0,-1.0,L,fake
1990,fake,0,Swansea City,Manchester City,2.0,2.0,0.0,D,fake
1990,fake,0,Wigan Athletic,Everton,4.0,2.0,2.0,W,fake
1990,fake,0,Stoke City,Bolton Wanderers,2.0,2.0,0.0,D,fake
1990,fake,0,Liverpool,Newcastle United,2.0,2.0,0.0,D,fake
1990,fake,0,Manchester United,Fulham,4.0,3.0,1.0,W,fake
1990,fake,0,Aston Villa,Blackburn Rovers,3.0,3.0,0.0,D,fake
1990,fake,0,Queens Park Rangers,Chelsea,3.0,2.0,1.0,W,fake
1990,fake,0,Wolverhampton Wanderers,Tottenham Hotspur,2.0,3.0,-1.0,L,fake
1990,fake,0,Sunderland,West Bromwich Albion,3.0,3.0,0.0,D,fake
1990,fake,0,Manchester City,Arsenal,2.0,4.0,-2.0,L,fake
1990,fake,0,Swansea City,Norwich City,2.0,3.0,-1.0,L,fake
1990,fake,0,Everton,Stoke City,1.0,2.0,-1.0,L,fake
1990,fake,0,Wigan Athletic,Liverpool,3.0,2.0,1.0,W,fake
1990,fake,0,Bolton Wanderers,Manchester United,3.0,4.0,-1.0,L,fake
1990,fake,0,Newcastle United,Aston Villa,2.0,3.0,-1.0,L,fake
1990,fake,0,Fulham,Queens Park Rangers,3.0,3.0,0.0,D,fake
1990,fake,0,Blackburn Rovers,Wolverhampton Wanderers,3.0,2.0,1.0,W,fake
1990,fake,0,Chelsea,Sunderland,2.0,3.0,-1.0,L,fake
1990,fake,0,Tottenham Hotspur,Manchester City,4.0,3.0,1.0,W,fake
1990,fake,0,West Bromwich Albion,Swansea City,3.0,2.0,1.0,W,fake
1990,fake,0,Arsenal,Norwich City,3.0,2.0,1.0,W,fake
1990,fake,0,Liverpool,Everton,3.0,2.0,1.0,W,fake
1990,fake,0,Manchester United,Stoke City,4.0,2.0,2.0,W,fake
1990,fake,0,Aston Villa,Wigan Athletic,2.0,3.0,-1.0,L,fake
1990,fake,0,Queens Park Rangers,Bolton Wanderers,3.0,3.0,0.0,D,fake
1990,fake,0,Wolverhampton Wanderers,Newcastle United,2.0,2.0,0.0,D,fake
1990,fake,0,Sunderland,Fulham,3.0,3.0,0.0,D,fake
1990,fake,0,Manchester City,Blackburn Rovers,2.0,3.0,-1.0,L,fake
1990,fake,0,Swansea City,Chelsea,2.0,2.0,0.0,D,fake
1990,fake,0,Norwich City,Tottenham Hotspur,2.0,4.0,-2.0,L,fake
1990,fake,0,Arsenal,West Bromwich Albion,4.0,3.0,1.0,W,fake
